Hand,Bid,Type,Type Sort,Hand Tuple,Hand Sort,Rank,Winnings
T335T,115,2P,4,"('T', '3', '3', '5', 'T')","(4, 11, 11, 9, 4)",537,61755
T48T4,587,2P,4,"('T', '4', '8', 'T', '4')","(4, 10, 6, 4, 10)",538,315806
T4QTQ,776,2P,4,"('T', '4', 'Q', 'T', 'Q')","(4, 10, 2, 4, 2)",539,418264
T55T3,28,2P,4,"('T', '5', '5', 'T', '3')","(4, 9, 9, 4, 11)",540,15120
T55QT,577,2P,4,"('T', '5', '5', 'Q', 'T')","(4, 9, 9, 2, 4)",541,312157
T656T,376,2P,4,"('T', '6', '5', '6', 'T')","(4, 8, 9, 8, 4)",542,203792
T7272,250,2P,4,"('T', '7', '2', '7', '2')","(4, 7, 12, 7, 12)",543,135750
T7T7Q,754,2P,4,"('T', '7', 'T', '7', 'Q')","(4, 7, 4, 7, 2)",544,410176
T88JT,244,2P,4,"('T', '8', '8', 'J', 'T')","(4, 6, 6, 3, 4)",545,132980
T8JTJ,159,2P,4,"('T', '8', 'J', 'T', 'J')","(4, 6, 3, 4, 3)",546,86814
T9559,81,2P,4,"('T', '9', '5', '5', '9')","(4, 5, 9, 9, 5)",547,44307
TT44J,757,2P,4,"('T', 'T', '4', '4', 'J')","(4, 4, 10, 10, 3)",548,414836
TT737,212,2P,4,"('T', 'T', '7', '3', '7')","(4, 4, 7, 11, 7)",549,116388
TT7QQ,73,2P,4,"('T', 'T', '7', 'Q', 'Q')","(4, 4, 7, 2, 2)",550,40150
TT887,259,2P,4,"('T', 'T', '8', '8', '7')","(4, 4, 6, 6, 7)",551,142709
TTK77,275,2P,4,"('T', 'T', 'K', '7', '7')","(4, 4, 1, 7, 7)",552,151800
TTKJK,164,2P,4,"('T', 'T', 'K', 'J', 'K')","(4, 4, 1, 3, 1)",553,90692
TJQTQ,435,2P,4,"('T', 'J', 'Q', 'T', 'Q')","(4, 3, 2, 4, 2)",554,240990
TKT99,768,2P,4,"('T', 'K', 'T', '9', '9')","(4, 1, 4, 5, 5)",555,426240
J22TJ,874,2P,4,"('J', '2', '2', 'T', 'J')","(3, 12, 12, 4, 3)",556,485944
J2T2T,544,2P,4,"('J', '2', 'T', '2', 'T')","(3, 12, 4, 12, 4)",557,303008
J3399,616,2P,4,"('J', '3', '3', '9', '9')","(3, 11, 11, 5, 5)",558,343728
J5995,287,2P,4,"('J', '5', '9', '9', '5')","(3, 9, 5, 5, 9)",559,160433
J776J,121,2P,4,"('J', '7', '7', '6', 'J')","(3, 7, 7, 8, 3)",560,67760
J7A7A,971,2P,4,"('J', '7', 'A', '7', 'A')","(3, 7, 0, 7, 0)",561,544731
J88KJ,465,2P,4,"('J', '8', '8', 'K', 'J')","(3, 6, 6, 1, 3)",562,261330
J8TJ8,332,2P,4,"('J', '8', 'T', 'J', '8')","(3, 6, 4, 3, 6)",563,186916
J99TT,814,2P,4,"('J', '9', '9', 'T', 'T')","(3, 5, 5, 4, 4)",564,459096
J9TJT,592,2P,4,"('J', '9', 'T', 'J', 'T')","(3, 5, 4, 3, 4)",565,334480
JTJT3,709,2P,4,"('J', 'T', 'J', 'T', '3')","(3, 4, 3, 4, 11)",566,401294
JJ7K7,249,2P,4,"('J', 'J', '7', 'K', '7')","(3, 3, 7, 1, 7)",567,141183
JJ838,290,2P,4,"('J', 'J', '8', '3', '8')","(3, 3, 6, 11, 6)",568,164720
JJ922,237,2P,4,"('J', 'J', '9', '2', '2')","(3, 3, 5, 12, 12)",569,134853
JJTAT,879,2P,4,"('J', 'J', 'T', 'A', 'T')","(3, 3, 4, 0, 4)",570,501030
JJK9K,574,2P,4,"('J', 'J', 'K', '9', 'K')","(3, 3, 1, 5, 1)",571,327754
JQ88Q,677,2P,4,"('J', 'Q', '8', '8', 'Q')","(3, 2, 6, 6, 2)",572,387244
JQJ55,793,2P,4,"('J', 'Q', 'J', '5', '5')","(3, 2, 3, 9, 9)",573,454389
JQJQ3,979,2P,4,"('J', 'Q', 'J', 'Q', '3')","(3, 2, 3, 2, 11)",574,561946
JK2K2,216,2P,4,"('J', 'K', '2', 'K', '2')","(3, 1, 12, 1, 12)",575,124200
JKAAK,170,2P,4,"('J', 'K', 'A', 'A', 'K')","(3, 1, 0, 0, 1)",576,97920
JA2A2,859,2P,4,"('J', 'A', '2', 'A', '2')","(3, 0, 12, 0, 12)",577,495643
Q2JQJ,496,2P,4,"('Q', '2', 'J', 'Q', 'J')","(2, 12, 3, 2, 3)",578,286688
Q4Q24,536,2P,4,"('Q', '4', 'Q', '2', '4')","(2, 10, 2, 12, 10)",579,310344
Q4Q64,384,2P,4,"('Q', '4', 'Q', '6', '4')","(2, 10, 2, 8, 10)",580,222720
Q4Q77,462,2P,4,"('Q', '4', 'Q', '7', '7')","(2, 10, 2, 7, 7)",581,268422
Q577Q,868,2P,4,"('Q', '5', '7', '7', 'Q')","(2, 9, 7, 7, 2)",582,505176
Q6Q6T,102,2P,4,"('Q', '6', 'Q', '6', 'T')","(2, 8, 2, 8, 4)",583,59466
Q6QJ6,373,2P,4,"('Q', '6', 'Q', 'J', '6')","(2, 8, 2, 3, 8)",584,217832
Q99Q3,564,2P,4,"('Q', '9', '9', 'Q', '3')","(2, 5, 5, 2, 11)",585,329940
Q9KKQ,197,2P,4,"('Q', '9', 'K', 'K', 'Q')","(2, 5, 1, 1, 2)",586,115442
QTT6Q,810,2P,4,"('Q', 'T', 'T', '6', 'Q')","(2, 4, 4, 8, 2)",587,475470
QJQAJ,572,2P,4,"('Q', 'J', 'Q', 'A', 'J')","(2, 3, 2, 0, 3)",588,336336
QQ366,837,2P,4,"('Q', 'Q', '3', '6', '6')","(2, 2, 11, 8, 8)",589,492993
QQ4JJ,519,2P,4,"('Q', 'Q', '4', 'J', 'J')","(2, 2, 10, 3, 3)",590,306210
QQ733,338,2P,4,"('Q', 'Q', '7', '3', '3')","(2, 2, 7, 11, 11)",591,199758
QQ767,341,2P,4,"('Q', 'Q', '7', '6', '7')","(2, 2, 7, 8, 7)",592,201872
QQ99A,229,2P,4,"('Q', 'Q', '9', '9', 'A')","(2, 2, 5, 5, 0)",593,135797
QAKKQ,534,2P,4,"('Q', 'A', 'K', 'K', 'Q')","(2, 0, 1, 1, 2)",594,317196
K55K3,532,2P,4,"('K', '5', '5', 'K', '3')","(1, 9, 9, 1, 11)",595,316540
K5JK5,490,2P,4,"('K', '5', 'J', 'K', '5')","(1, 9, 3, 1, 9)",596,292040
K5QK5,566,2P,4,"('K', '5', 'Q', 'K', '5')","(1, 9, 2, 1, 9)",597,337902
K5AKA,701,2P,4,"('K', '5', 'A', 'K', 'A')","(1, 9, 0, 1, 0)",598,419198
K66KT,975,2P,4,"('K', '6', '6', 'K', 'T')","(1, 8, 8, 1, 4)",599,584025
K8282,862,2P,4,"('K', '8', '2', '8', '2')","(1, 6, 12, 6, 12)",600,517200
KQ2K2,350,2P,4,"('K', 'Q', '2', 'K', '2')","(1, 2, 12, 1, 12)",601,210350
KQ77Q,107,2P,4,"('K', 'Q', '7', '7', 'Q')","(1, 2, 7, 7, 2)",602,64414
KQJJK,743,2P,4,"('K', 'Q', 'J', 'J', 'K')","(1, 2, 3, 3, 1)",603,448029
KKJ33,593,2P,4,"('K', 'K', 'J', '3', '3')","(1, 1, 3, 11, 11)",604,358172
KAAKT,580,2P,4,"('K', 'A', 'A', 'K', 'T')","(1, 0, 0, 1, 4)",605,350900
A22TA,680,2P,4,"('A', '2', '2', 'T', 'A')","(0, 12, 12, 4, 0)",606,412080
A5A33,32,2P,4,"('A', '5', 'A', '3', '3')","(0, 9, 0, 11, 11)",607,19424
A6AK6,883,2P,4,"('A', '6', 'A', 'K', '6')","(0, 8, 0, 1, 8)",608,536864
A73A3,933,2P,4,"('A', '7', '3', 'A', '3')","(0, 7, 11, 0, 11)",609,568197
A74A7,984,2P,4,"('A', '7', '4', 'A', '7')","(0, 7, 10, 0, 7)",610,600240
A7A7T,890,2P,4,"('A', '7', 'A', '7', 'T')","(0, 7, 0, 7, 4)",611,543790
A8Q8A,698,2P,4,"('A', '8', 'Q', '8', 'A')","(0, 6, 2, 6, 0)",612,427176
A8A22,283,2P,4,"('A', '8', 'A', '2', '2')","(0, 6, 0, 12, 12)",613,173479
A99AK,497,2P,4,"('A', '9', '9', 'A', 'K')","(0, 5, 5, 0, 1)",614,305158
ATA8T,615,2P,4,"('A', 'T', 'A', '8', 'T')","(0, 4, 0, 6, 4)",615,378225
AJJA3,850,2P,4,"('A', 'J', 'J', 'A', '3')","(0, 3, 3, 0, 11)",616,523600
AJQQA,393,2P,4,"('A', 'J', 'Q', 'Q', 'A')","(0, 3, 2, 2, 0)",617,242481
AK33K,247,2P,4,"('A', 'K', '3', '3', 'K')","(0, 1, 11, 11, 1)",618,152646
AKA7K,322,2P,4,"('A', 'K', 'A', '7', 'K')","(0, 1, 0, 7, 1)",619,199318
AA266,476,2P,4,"('A', 'A', '2', '6', '6')","(0, 0, 12, 8, 8)",620,295120
AA44K,2,2P,4,"('A', 'A', '4', '4', 'K')","(0, 0, 10, 10, 1)",621,1242
22267,750,3K,3,"('2', '2', '2', '6', '7')","(12, 12, 12, 8, 7)",622,466500
2228Q,27,3K,3,"('2', '2', '2', '8', 'Q')","(12, 12, 12, 6, 2)",623,16821
222JK,443,3K,3,"('2', '2', '2', 'J', 'K')","(12, 12, 12, 3, 1)",624,276432
22392,214,3K,3,"('2', '2', '3', '9', '2')","(12, 12, 11, 5, 12)",625,133750
22582,706,3K,3,"('2', '2', '5', '8', '2')","(12, 12, 9, 6, 12)",626,441956
226A2,194,3K,3,"('2', '2', '6', 'A', '2')","(12, 12, 8, 0, 12)",627,121638
22T29,468,3K,3,"('2', '2', 'T', '2', '9')","(12, 12, 4, 12, 5)",628,293904
22K26,442,3K,3,"('2', '2', 'K', '2', '6')","(12, 12, 1, 12, 8)",629,278018
22A32,25,3K,3,"('2', '2', 'A', '3', '2')","(12, 12, 0, 11, 12)",630,15750
25229,4,3K,3,"('2', '5', '2', '2', '9')","(12, 9, 12, 12, 5)",631,2524
26TTT,439,3K,3,"('2', '6', 'T', 'T', 'T')","(12, 8, 4, 4, 4)",632,277448
272K2,140,3K,3,"('2', '7', '2', 'K', '2')","(12, 7, 12, 1, 12)",633,88620
2T555,45,3K,3,"('2', 'T', '5', '5', '5')","(12, 4, 9, 9, 9)",634,28530
2Q22J,391,3K,3,"('2', 'Q', '2', '2', 'J')","(12, 2, 12, 12, 3)",635,248285
2QQQA,398,3K,3,"('2', 'Q', 'Q', 'Q', 'A')","(12, 2, 2, 2, 0)",636,253128
2A555,448,3K,3,"('2', 'A', '5', '5', '5')","(12, 0, 9, 9, 9)",637,285376
32337,705,3K,3,"('3', '2', '3', '3', '7')","(11, 12, 11, 11, 7)",638,449790
333QJ,23,3K,3,"('3', '3', '3', 'Q', 'J')","(11, 11, 11, 2, 3)",639,14697
33738,361,3K,3,"('3', '3', '7', '3', '8')","(11, 11, 7, 11, 6)",640,231040
33823,273,3K,3,"('3', '3', '8', '2', '3')","(11, 11, 6, 12, 11)",641,174993
33K36,737,3K,3,"('3', '3', 'K', '3', '6')","(11, 11, 1, 11, 8)",642,473154
343J3,531,3K,3,"('3', '4', '3', 'J', '3')","(11, 10, 11, 3, 11)",643,341433
36QQQ,545,3K,3,"('3', '6', 'Q', 'Q', 'Q')","(11, 8, 2, 2, 2)",644,350980
39334,685,3K,3,"('3', '9', '3', '3', '4')","(11, 5, 11, 11, 10)",645,441825
393T3,675,3K,3,"('3', '9', '3', 'T', '3')","(11, 5, 11, 4, 11)",646,436050
3T33K,450,3K,3,"('3', 'T', '3', '3', 'K')","(11, 4, 11, 11, 1)",647,291150
3J393,458,3K,3,"('3', 'J', '3', '9', '3')","(11, 3, 11, 5, 11)",648,296784
3J3T3,561,3K,3,"('3', 'J', '3', 'T', '3')","(11, 3, 11, 4, 11)",649,364089
3KJ33,603,3K,3,"('3', 'K', 'J', '3', '3')","(11, 1, 3, 11, 11)",650,391950
3A373,179,3K,3,"('3', 'A', '3', '7', '3')","(11, 0, 11, 7, 11)",651,116529
3AA7A,832,3K,3,"('3', 'A', 'A', '7', 'A')","(11, 0, 0, 7, 0)",652,542464
44456,723,3K,3,"('4', '4', '4', '5', '6')","(10, 10, 10, 9, 8)",653,472119
44945,650,3K,3,"('4', '4', '9', '4', '5')","(10, 10, 5, 10, 9)",654,425100
44J34,809,3K,3,"('4', '4', 'J', '3', '4')","(10, 10, 3, 11, 10)",655,529895
464A4,584,3K,3,"('4', '6', '4', 'A', '4')","(10, 8, 10, 0, 10)",656,383104
46626,190,3K,3,"('4', '6', '6', '2', '6')","(10, 8, 8, 12, 8)",657,124830
474A4,918,3K,3,"('4', '7', '4', 'A', '4')","(10, 7, 10, 0, 10)",658,604044
49J44,741,3K,3,"('4', '9', 'J', '4', '4')","(10, 5, 3, 10, 10)",659,488319
4T5TT,728,3K,3,"('4', 'T', '5', 'T', 'T')","(10, 4, 9, 4, 4)",660,480480
554Q5,655,3K,3,"('5', '5', '4', 'Q', '5')","(9, 9, 10, 2, 9)",661,432955
555AJ,865,3K,3,"('5', '5', '5', 'A', 'J')","(9, 9, 9, 0, 3)",662,572630
55754,470,3K,3,"('5', '5', '7', '5', '4')","(9, 9, 7, 9, 10)",663,311610
5575Q,664,3K,3,"('5', '5', '7', '5', 'Q')","(9, 9, 7, 9, 2)",664,440896
55J53,256,3K,3,"('5', '5', 'J', '5', '3')","(9, 9, 3, 9, 11)",665,170240
55JQ5,230,3K,3,"('5', '5', 'J', 'Q', '5')","(9, 9, 3, 2, 9)",666,153180
57535,236,3K,3,"('5', '7', '5', '3', '5')","(9, 7, 9, 11, 9)",667,157412
58988,46,3K,3,"('5', '8', '9', '8', '8')","(9, 6, 5, 6, 6)",668,30728
5J595,138,3K,3,"('5', 'J', '5', '9', '5')","(9, 3, 9, 5, 9)",669,92322
5Q666,943,3K,3,"('5', 'Q', '6', '6', '6')","(9, 2, 8, 8, 8)",670,631810
5KJ55,563,3K,3,"('5', 'K', 'J', '5', '5')","(9, 1, 3, 9, 9)",671,377773
622J2,649,3K,3,"('6', '2', '2', 'J', '2')","(8, 12, 12, 3, 12)",672,436128
63667,295,3K,3,"('6', '3', '6', '6', '7')","(8, 11, 8, 8, 7)",673,198535
63686,959,3K,3,"('6', '3', '6', '8', '6')","(8, 11, 8, 6, 8)",674,646366
64766,554,3K,3,"('6', '4', '7', '6', '6')","(8, 10, 7, 8, 8)",675,373950
655J5,596,3K,3,"('6', '5', '5', 'J', '5')","(8, 9, 9, 3, 9)",676,402896
65646,843,3K,3,"('6', '5', '6', '4', '6')","(8, 9, 8, 10, 8)",677,570711
65668,986,3K,3,"('6', '5', '6', '6', '8')","(8, 9, 8, 8, 6)",678,668508
6626J,801,3K,3,"('6', '6', '2', '6', 'J')","(8, 8, 12, 8, 3)",679,543879
66596,535,3K,3,"('6', '6', '5', '9', '6')","(8, 8, 9, 5, 8)",680,363800
6668J,106,3K,3,"('6', '6', '6', '8', 'J')","(8, 8, 8, 6, 3)",681,72186
66J69,831,3K,3,"('6', '6', 'J', '6', '9')","(8, 8, 3, 8, 5)",682,566742
66J76,658,3K,3,"('6', '6', 'J', '7', '6')","(8, 8, 3, 7, 8)",683,449414
67773,130,3K,3,"('6', '7', '7', '7', '3')","(8, 7, 7, 7, 11)",684,88920
67787,226,3K,3,"('6', '7', '7', '8', '7')","(8, 7, 7, 6, 7)",685,154810
6J466,444,3K,3,"('6', 'J', '4', '6', '6')","(8, 3, 10, 8, 8)",686,304584
6J66A,731,3K,3,"('6', 'J', '6', '6', 'A')","(8, 3, 8, 8, 0)",687,502197
6J6T6,999,3K,3,"('6', 'J', '6', 'T', '6')","(8, 3, 8, 4, 8)",688,687312
6K6J6,66,3K,3,"('6', 'K', '6', 'J', '6')","(8, 1, 8, 3, 8)",689,45474
72757,184,3K,3,"('7', '2', '7', '5', '7')","(7, 12, 7, 9, 7)",690,126960
7666A,232,3K,3,"('7', '6', '6', '6', 'A')","(7, 8, 8, 8, 0)",691,160312
7727Q,301,3K,3,"('7', '7', '2', '7', 'Q')","(7, 7, 12, 7, 2)",692,208292
777JK,67,3K,3,"('7', '7', '7', 'J', 'K')","(7, 7, 7, 3, 1)",693,46431
777K5,314,3K,3,"('7', '7', '7', 'K', '5')","(7, 7, 7, 1, 9)",694,217916
77J79,425,3K,3,"('7', '7', 'J', '7', '9')","(7, 7, 3, 7, 5)",695,295375
79737,12,3K,3,"('7', '9', '7', '3', '7')","(7, 5, 7, 11, 7)",696,8352
79QQQ,204,3K,3,"('7', '9', 'Q', 'Q', 'Q')","(7, 5, 2, 2, 2)",697,142188
7A737,108,3K,3,"('7', 'A', '7', '3', '7')","(7, 0, 7, 11, 7)",698,75384
7A747,90,3K,3,"('7', 'A', '7', '4', '7')","(7, 0, 7, 10, 7)",699,62910
822J2,546,3K,3,"('8', '2', '2', 'J', '2')","(6, 12, 12, 3, 12)",700,382200
8885J,591,3K,3,"('8', '8', '8', '5', 'J')","(6, 6, 6, 9, 3)",701,414291
88J8K,104,3K,3,"('8', '8', 'J', '8', 'K')","(6, 6, 3, 6, 1)",702,73008
88A86,619,3K,3,"('8', '8', 'A', '8', '6')","(6, 6, 0, 6, 8)",703,435157
8T889,763,3K,3,"('8', 'T', '8', '8', '9')","(6, 4, 6, 6, 5)",704,537152
8QQQJ,679,3K,3,"('8', 'Q', 'Q', 'Q', 'J')","(6, 2, 2, 2, 3)",705,478695
8K887,128,3K,3,"('8', 'K', '8', '8', '7')","(6, 1, 6, 6, 7)",706,90368
92399,569,3K,3,"('9', '2', '3', '9', '9')","(5, 12, 11, 5, 5)",707,402283
92555,783,3K,3,"('9', '2', '5', '5', '5')","(5, 12, 9, 9, 9)",708,554364
92994,811,3K,3,"('9', '2', '9', '9', '4')","(5, 12, 5, 5, 10)",709,574999
929K9,612,3K,3,"('9', '2', '9', 'K', '9')","(5, 12, 5, 1, 5)",710,434520
9399Q,457,3K,3,"('9', '3', '9', '9', 'Q')","(5, 11, 5, 5, 2)",711,324927
93TTT,209,3K,3,"('9', '3', 'T', 'T', 'T')","(5, 11, 4, 4, 4)",712,148808
95993,676,3K,3,"('9', '5', '9', '9', '3')","(5, 9, 5, 5, 11)",713,481988
96299,712,3K,3,"('9', '6', '2', '9', '9')","(5, 8, 12, 5, 5)",714,508368
9666A,203,3K,3,"('9', '6', '6', '6', 'A')","(5, 8, 8, 8, 0)",715,145145
97499,917,3K,3,"('9', '7', '4', '9', '9')","(5, 7, 10, 5, 5)",716,656572
979K9,806,3K,3,"('9', '7', '9', 'K', '9')","(5, 7, 5, 1, 5)",717,577902
98299,914,3K,3,"('9', '8', '2', '9', '9')","(5, 6, 12, 5, 5)",718,656252
98599,799,3K,3,"('9', '8', '5', '9', '9')","(5, 6, 9, 5, 5)",719,574481
995J9,608,3K,3,"('9', '9', '5', 'J', '9')","(5, 5, 9, 3, 5)",720,437760
9992Q,794,3K,3,"('9', '9', '9', '2', 'Q')","(5, 5, 5, 12, 2)",721,572474
999T2,446,3K,3,"('9', '9', '9', 'T', '2')","(5, 5, 5, 4, 12)",722,322012
999Q6,24,3K,3,"('9', '9', '9', 'Q', '6')","(5, 5, 5, 2, 8)",723,17352
999QT,77,3K,3,"('9', '9', '9', 'Q', 'T')","(5, 5, 5, 2, 4)",724,55748
99J79,834,3K,3,"('9', '9', 'J', '7', '9')","(5, 5, 3, 7, 5)",725,604650
99Q9A,838,3K,3,"('9', '9', 'Q', '9', 'A')","(5, 5, 2, 5, 0)",726,608388
9J699,949,3K,3,"('9', 'J', '6', '9', '9')","(5, 3, 8, 5, 5)",727,689923
9J949,908,3K,3,"('9', 'J', '9', '4', '9')","(5, 3, 5, 10, 5)",728,661024
9JT99,461,3K,3,"('9', 'J', 'T', '9', '9')","(5, 3, 4, 5, 5)",729,336069
9Q4QQ,748,3K,3,"('9', 'Q', '4', 'Q', 'Q')","(5, 2, 10, 2, 2)",730,546040
9K3KK,836,3K,3,"('9', 'K', '3', 'K', 'K')","(5, 1, 11, 1, 1)",731,611116
9KA99,302,3K,3,"('9', 'K', 'A', '9', '9')","(5, 1, 0, 5, 5)",732,221064
T4TKT,856,3K,3,"('T', '4', 'T', 'K', 'T')","(4, 10, 4, 1, 4)",733,627448
T5999,37,3K,3,"('T', '5', '9', '9', '9')","(4, 9, 5, 5, 5)",734,27158
T6JTT,716,3K,3,"('T', '6', 'J', 'T', 'T')","(4, 8, 3, 4, 4)",735,526260
T7T3T,183,3K,3,"('T', '7', 'T', '3', 'T')","(4, 7, 4, 11, 4)",736,134688
T88J8,516,3K,3,"('T', '8', '8', 'J', '8')","(4, 6, 6, 3, 6)",737,380292
T8TTA,996,3K,3,"('T', '8', 'T', 'T', 'A')","(4, 6, 4, 4, 0)",738,735048
TT24T,133,3K,3,"('T', 'T', '2', '4', 'T')","(4, 4, 12, 10, 4)",739,98287
TT83T,977,3K,3,"('T', 'T', '8', '3', 'T')","(4, 4, 6, 11, 4)",740,722980
TT89T,586,3K,3,"('T', 'T', '8', '9', 'T')","(4, 4, 6, 5, 4)",741,434226
TTTK6,219,3K,3,"('T', 'T', 'T', 'K', '6')","(4, 4, 4, 1, 8)",742,162498
TTJAT,57,3K,3,"('T', 'T', 'J', 'A', 'T')","(4, 4, 3, 0, 4)",743,42351
TTAT6,206,3K,3,"('T', 'T', 'A', 'T', '6')","(4, 4, 0, 4, 8)",744,153264
TJ777,123,3K,3,"('T', 'J', '7', '7', '7')","(4, 3, 7, 7, 7)",745,91635
TKKJK,343,3K,3,"('T', 'K', 'K', 'J', 'K')","(4, 1, 1, 3, 1)",746,255878
TAAA2,307,3K,3,"('T', 'A', 'A', 'A', '2')","(4, 0, 0, 0, 12)",747,229329
J2777,800,3K,3,"('J', '2', '7', '7', '7')","(3, 12, 7, 7, 7)",748,598400
J5455,141,3K,3,"('J', '5', '4', '5', '5')","(3, 9, 10, 9, 9)",749,105609
J5552,239,3K,3,"('J', '5', '5', '5', '2')","(3, 9, 9, 9, 12)",750,179250
J5575,220,3K,3,"('J', '5', '5', '7', '5')","(3, 9, 9, 7, 9)",751,165220
J7775,299,3K,3,"('J', '7', '7', '7', '5')","(3, 7, 7, 7, 9)",752,224848
J8388,952,3K,3,"('J', '8', '3', '8', '8')","(3, 6, 11, 6, 6)",753,716856
JTT8T,34,3K,3,"('J', 'T', 'T', '8', 'T')","(3, 4, 4, 6, 4)",754,25636
JTTT5,845,3K,3,"('J', 'T', 'T', 'T', '5')","(3, 4, 4, 4, 9)",755,637975
JJ4J2,517,3K,3,"('J', 'J', '4', 'J', '2')","(3, 3, 10, 3, 12)",756,390852
JKKK8,641,3K,3,"('J', 'K', 'K', 'K', '8')","(3, 1, 1, 1, 6)",757,485237
JKKKQ,654,3K,3,"('J', 'K', 'K', 'K', 'Q')","(3, 1, 1, 1, 2)",758,495732
Q4JQQ,805,3K,3,"('Q', '4', 'J', 'Q', 'Q')","(2, 10, 3, 2, 2)",759,610995
Q55T5,695,3K,3,"('Q', '5', '5', 'T', '5')","(2, 9, 9, 4, 9)",760,528200
Q6466,719,3K,3,"('Q', '6', '4', '6', '6')","(2, 8, 10, 8, 8)",761,547159
Q78QQ,983,3K,3,"('Q', '7', '8', 'Q', 'Q')","(2, 7, 6, 2, 2)",762,749046
Q7K77,417,3K,3,"('Q', '7', 'K', '7', '7')","(2, 7, 1, 7, 7)",763,318171
Q8858,602,3K,3,"('Q', '8', '8', '5', '8')","(2, 6, 6, 9, 6)",764,459928
Q8886,853,3K,3,"('Q', '8', '8', '8', '6')","(2, 6, 6, 6, 8)",765,652545
Q8Q5Q,177,3K,3,"('Q', '8', 'Q', '5', 'Q')","(2, 6, 2, 9, 2)",766,135582
Q9Q5Q,120,3K,3,"('Q', '9', 'Q', '5', 'Q')","(2, 5, 2, 9, 2)",767,92040
QT6TT,324,3K,3,"('Q', 'T', '6', 'T', 'T')","(2, 4, 8, 4, 4)",768,248832
QQ8QK,162,3K,3,"('Q', 'Q', '8', 'Q', 'K')","(2, 2, 6, 2, 1)",769,124578
QQ9QA,924,3K,3,"('Q', 'Q', '9', 'Q', 'A')","(2, 2, 5, 2, 0)",770,711480
QQQ28,758,3K,3,"('Q', 'Q', 'Q', '2', '8')","(2, 2, 2, 12, 6)",771,584418
QQAKQ,937,3K,3,"('Q', 'Q', 'A', 'K', 'Q')","(2, 2, 0, 1, 2)",772,723364
QK3QQ,234,3K,3,"('Q', 'K', '3', 'Q', 'Q')","(2, 1, 11, 2, 2)",773,180882
QKQQ5,600,3K,3,"('Q', 'K', 'Q', 'Q', '5')","(2, 1, 2, 2, 9)",774,464400
QAQ8Q,631,3K,3,"('Q', 'A', 'Q', '8', 'Q')","(2, 0, 2, 6, 2)",775,489025
QAQQ5,522,3K,3,"('Q', 'A', 'Q', 'Q', '5')","(2, 0, 2, 2, 9)",776,405072
QAAA4,407,3K,3,"('Q', 'A', 'A', 'A', '4')","(2, 0, 0, 0, 10)",777,316239
K23KK,485,3K,3,"('K', '2', '3', 'K', 'K')","(1, 12, 11, 1, 1)",778,377330
K43KK,858,3K,3,"('K', '4', '3', 'K', 'K')","(1, 10, 11, 1, 1)",779,668382
K4A44,787,3K,3,"('K', '4', 'A', '4', '4')","(1, 10, 0, 10, 10)",780,613860
K59KK,178,3K,3,"('K', '5', '9', 'K', 'K')","(1, 9, 5, 1, 1)",781,139018
K8Q88,653,3K,3,"('K', '8', 'Q', '8', '8')","(1, 6, 2, 6, 6)",782,510646
KK4K8,818,3K,3,"('K', 'K', '4', 'K', '8')","(1, 1, 10, 1, 6)",783,640494
KK5K6,154,3K,3,"('K', 'K', '5', 'K', '6')","(1, 1, 9, 1, 8)",784,120736
KK63K,521,3K,3,"('K', 'K', '6', '3', 'K')","(1, 1, 8, 11, 1)",785,408985
KK72K,662,3K,3,"('K', 'K', '7', '2', 'K')","(1, 1, 7, 12, 1)",786,520332
A5755,54,3K,3,"('A', '5', '7', '5', '5')","(0, 9, 7, 9, 9)",787,42498
A5Q55,779,3K,3,"('A', '5', 'Q', '5', '5')","(0, 9, 2, 9, 9)",788,613852
A6686,385,3K,3,"('A', '6', '6', '8', '6')","(0, 8, 8, 6, 8)",789,303765
A87AA,648,3K,3,"('A', '8', '7', 'A', 'A')","(0, 6, 7, 0, 0)",790,511920
A88Q8,722,3K,3,"('A', '8', '8', 'Q', '8')","(0, 6, 6, 2, 6)",791,571102
A8A6A,186,3K,3,"('A', '8', 'A', '6', 'A')","(0, 6, 0, 8, 0)",792,147312
A9799,708,3K,3,"('A', '9', '7', '9', '9')","(0, 5, 7, 5, 5)",793,561444
AJ333,105,3K,3,"('A', 'J', '3', '3', '3')","(0, 3, 11, 11, 11)",794,83370
AJQQQ,291,3K,3,"('A', 'J', 'Q', 'Q', 'Q')","(0, 3, 2, 2, 2)",795,231345
AKKKJ,786,3K,3,"('A', 'K', 'K', 'K', 'J')","(0, 1, 1, 1, 3)",796,625656
AA96A,357,3K,3,"('A', 'A', '9', '6', 'A')","(0, 0, 5, 8, 0)",797,284529
AATJA,477,3K,3,"('A', 'A', 'T', 'J', 'A')","(0, 0, 4, 3, 0)",798,380646
AAJ4A,812,3K,3,"('A', 'A', 'J', '4', 'A')","(0, 0, 3, 10, 0)",799,648788
AAJ5A,988,3K,3,"('A', 'A', 'J', '5', 'A')","(0, 0, 3, 9, 0)",800,790400
22QQ2,528,FH,2,"('2', '2', 'Q', 'Q', '2')","(12, 12, 2, 2, 12)",801,422928
23323,36,FH,2,"('2', '3', '3', '2', '3')","(12, 11, 11, 12, 11)",802,28872
26262,702,FH,2,"('2', '6', '2', '6', '2')","(12, 8, 12, 8, 12)",803,563706
